_id,full_name,email,ssn,ip_address,gender,date_of_birth,age,zip_code,annual_income,credit_history_months,debt_to_income,savings_balance,loan_approved,rejection_reason,loan_purpose,interest_rate,approved_amount,spend_Shopping,spend_Rent,spend_Alcohol,spend_Dining,spend_Healthcare,spend_Fitness,spend_Entertainment,spend_Insurance,spend_Travel,spend_Transportation,spend_Utilities,spend_Groceries,spend_Education,spend_Adult_Entertainment,spend_Gambling,processing_timestamp
app_320,Jason Brown,jason.brown65@icloud.com,222-48-1592,192.168.52.13,Male,1978-12-01,45,90286,168000.0,58.0,0.35,13088.0,True,,unknown,5.9,71000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,706.0,0.0,0.0,0.0,0.0,unknown
app_007,Emma Clark,emma.clark14@protonmail.com,191-40-8079,192.168.11.34,Female,1989-06-13,35,90284,92000.0,77.0,0.08,21353.0,True,,unknown,5.2,27000.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,unknown
app_439,Benjamin Jackson,benjamin.jackson34@gmail.com,807-60-7784,192.168.98.253,Male,1976-04-19,48,10019,87000.0,72.0,0.12,50675.0,True,,unknown,4.2,61000.0,685.0,0.0,0.0,838.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_307,Joseph Lee,joseph.lee69@aol.com,178-35-6543,10.189.246.72,Male,1990-07-26,33,10097,53000.0,83.0,0.1,17420.0,True,,unknown,6.1,57000.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_064,Paul Martin,paul.martin91@yahoo.com,500-65-1608,192.168.73.18,Male,1992-06-22,32,10009,81000.0,64.0,0.37,40674.0,False,algorithm_risk_score,unknown,,,433.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_101,Sandra Smith,sandra.smith99@icloud.com,937-72-8731,172.30.237.98,Female,1997-03-23,27,90255,55000.0,0.0,0.3,15364.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,unknown
app_133,Frank Harris,frank.harris11@outlook.com,507-24-3732,172.25.65.254,Male,1989-10-07,34,10022,70000.0,72.0,0.16,33883.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,407.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_214,Christine Miller,christine.miller65@mail.com,929-57-7649,172.17.208.126,Female,1962-08-26,61,90277,116000.0,84.0,0.31,41962.0,True,,debt_consolidation,4.1,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,0.0,0.0,0.0,0.0,unknown
app_078,Rebecca Wilson,rebecca.wilson4@gmail.com,854-84-6365,172.30.31.154,Female,1997-02-25,27,90299,47000.0,19.0,0.26,14054.0,False,insufficient_credit_history,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,unknown
app_317,Stephen Mitchell,stephen.mitchell26@yahoo.com,805-56-9241,172.16.60.139,Male,1981-10-27,42,10057,45000.0,105.0,0.22,19039.0,True,,unknown,4.9,80000.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_173,Sarah Hall,sarah.hall95@hotmail.com,131-14-4051,10.168.245.226,Female,1979-07-18,44,90277,115000.0,60.0,0.05,62581.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,0.0,734.0,0.0,0.0,2024-01-15T00:00:00Z
app_352,Deborah Miller,deborah.miller59@aol.com,514-30-3461,10.149.249.118,Female,1961-11-04,62,90209,104000.0,110.0,0.32,25826.0,True,,unknown,4.4,58000.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,unknown
app_289,Alexander Thompson,alexander.thompson21@mail.com,161-62-3645,10.115.225.196,Male,1979-04-20,45,10080,77000.0,93.0,0.42,33650.0,True,,unknown,4.1,29000.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_458,Frank Rivera,frank.rivera78@gmail.com,493-26-1934,192.168.143.14,Male,1978-02-16,46,10006,90000.0,45.0,0.37,28672.0,True,,unknown,4.3,45000.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,unknown
app_080,James Torres,james.torres4@yahoo.com,951-51-4647,10.222.104.77,Male,1989-08-01,34,10075,111000.0,58.0,0.39,18138.0,True,,unknown,3.1,37000.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,0.0,unknown
app_075,Margaret Williams,,unknown,unknown,Unknown,,,,61000.0,29.0,0.15,25894.0,True,,unknown,5.1,22000.0,121.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,unknown
app_212,Amy Flores,amy.flores63@outlook.com,654-72-8456,172.17.7.50,Female,1997-12-09,26,90231,50000.0,25.0,0.2,20787.0,False,algorithm_risk_score,personal,,,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_369,Patricia Nelson,patricia.nelson33@protonmail.com,557-16-4712,172.24.111.38,Female,1985-01-03,39,90259,102000.0,35.0,0.17,33980.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,unknown
app_452,Nancy Young,nancy.young58@protonmail.com,645-69-5977,192.168.219.132,Female,1994-03-25,30,90221,66000.0,67.0,0.07,24654.0,False,algorithm_risk_score,unknown,,,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,626.0,0.0,0.0,0.0,unknown
app_127,Brandon Taylor,brandon.taylor17@yahoo.com,708-16-1511,172.22.250.112,Male,1968-12-30,55,90261,73000.0,78.0,0.15,28164.0,True,,unknown,5.9,53000.0,0.0,0.0,0.0,739.0,0.0,0.0,581.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,unknown
app_167,Emma Williams,emma.williams6@icloud.com,406-96-8493,172.31.200.173,Female,1983-05-10,41,90214,105000.0,32.0,0.17,55374.0,False,algorithm_risk_score,unknown,,,0.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0.0,0.0,0.0,0.0,2024-01-15T00:00:00Z
app_274,Samantha Williams,samantha.williams57@icloud.com,437-17-2802,10.182.73.70,Female,1986-11-20,37,90235,89000.0,51.0,0.39,27953.0,True,,unknown,5.6,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,unknown
app_422,Kathleen Flores,kathleen.flores42@yahoo.com,455-19-2179,192.168.210.173,Female,1981-08-17,42,90284,108000.0,80.0,0.37,30248.0,False,algorithm_risk_score,unknown,,,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_280,Benjamin Thomas,benjamin.thomas34@icloud.com,235-66-1824,172.17.156.231,Male,1987-02-06,37,10046,57000.0,13.0,0.24,14728.0,False,insufficient_credit_history,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,unknown
app_276,Sarah Harris,sarah.harris19@icloud.com,965-43-3270,192.168.198.87,Female,1995-05-07,29,90260,30000.0,0.0,0.13,3388.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,unknown
app_386,Angela Carter,angela.carter72@gmail.com,961-42-2857,172.21.133.119,Female,1968-03-20,56,90283,84000.0,96.0,0.35,41312.0,True,,unknown,4.7,66000.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_178,Brandon Harris,brandon.harris4@outlook.com,262-63-6057,192.168.200.5,Male,1997-07-20,26,10027,52000.0,44.0,0.13,20921.0,True,,unknown,3.8,44000.0,0.0,189.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-15T00:00:00Z
app_441,Katherine King,katherine.king17@outlook.com,568-34-9570,192.168.25.187,Female,1986-12-05,37,90268,110000.0,20.0,0.12,23593.0,True,,unknown,2.6,74000.0,0.0,0.0,0.0,0.0,0.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_285,Elizabeth Garcia,elizabeth.garcia70@mail.com,105-34-6367,192.168.188.222,Female,1987-06-28,37,90226,75000.0,16.0,0.17,13622.0,True,,unknown,2.5,48000.0,0.0,0.0,0.0,0.0,128.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_232,Susan Williams,susan.williams56@protonmail.com,990-44-6079,192.168.82.109,Female,1985-03-04,39,90218,129000.0,60.0,0.1,31187.0,True,,personal,2.8,48000.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,588.0,53.0,0.0,0.0,0.0,0.0,0.0,unknown
app_420,Betty Allen,betty.allen48@gmail.com,543-66-7870,172.24.54.162,Female,1988-04-06,36,10087,81000.0,23.0,0.14,19007.0,True,,unknown,3.4,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,unknown
app_130,Jennifer Wright,jennifer.wright10@mail.com,286-43-9771,172.27.3.208,Female,1981-10-03,42,90252,135000.0,62.0,0.09,30902.0,False,algorithm_risk_score,unknown,,,0.0,598.0,0.0,0.0,804.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_169,Brian Brown,brian.brown29@icloud.com,566-85-7180,10.10.233.92,Male,1986-12-06,37,10014,85000.0,45.0,0.11,61833.0,True,,unknown,4.4,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-15T00:00:00Z
app_108,Timothy Thomas,timothy.thomas35@yahoo.com,829-65-3490,10.226.135.76,Male,1975-06-14,49,10057,93000.0,62.0,0.42,29257.0,True,,unknown,4.2,44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,unknown
app_497,Patrick Wilson,patrick.wilson77@hotmail.com,655-58-3025,10.131.43.18,Male,1994-04-20,30,90233,48000.0,4.0,0.1,21540.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,unknown
app_174,Katherine Baker,katherine.baker50@outlook.com,405-23-3195,192.168.75.133,Female,1990-01-15,34,90237,98000.0,31.0,0.34,34731.0,True,,unknown,2.7,33000.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-15T00:00:00Z
app_010,Barbara Rodriguez,barbara.rodriguez33@icloud.com,624-58-7406,10.100.68.10,Female,1996-09-07,27,90250,44000.0,62.0,0.25,6824.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,0.0,0.0,0.0,0.0,unknown
app_486,Nicholas Garcia,nicholas.garcia36@gmail.com,109-41-3092,192.168.244.27,Male,1963-09-15,60,10040,79000.0,95.0,0.09,35264.0,True,,unknown,2.9,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,0.0,0.0,0.0,0.0,0.0,unknown
app_367,Heather Davis,heather.davis33@icloud.com,618-61-5297,192.168.21.66,Female,1979-08-04,44,90212,97000.0,64.0,0.33,36196.0,True,,unknown,2.7,76000.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_360,Eric Brown,eric.brown89@hotmail.com,659-91-9371,172.24.47.60,Male,1971-12-16,52,30007,107000.0,104.0,0.13,31281.0,True,,unknown,2.8,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0,52.0,167.0,0.0,0.0,0.0,0.0,unknown
app_115,Maria Mitchell,maria.mitchell17@yahoo.com,799-16-1536,10.101.190.145,Female,1977-02-09,47,90294,123000.0,52.0,0.07,82257.0,True,,unknown,3.6,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,unknown
app_084,Pamela Scott,pamela.scott14@icloud.com,478-77-8200,10.162.27.170,Female,1986-03-24,38,90279,160000.0,54.0,0.4,78286.0,True,,unknown,4.0,50000.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_491,Mary Harris,mary.harris76@protonmail.com,945-13-9714,10.78.4.251,Female,1974-01-17,50,10048,79000.0,100.0,0.1,30078.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_065,Amy Sanchez,amy.sanchez67@mail.com,684-77-5305,10.60.248.190,Female,1992-10-08,31,10070,109000.0,41.0,0.37,30645.0,False,algorithm_risk_score,unknown,,,0.0,841.0,0.0,0.0,433.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_148,Shirley Davis,shirley.davis62@icloud.com,384-17-7019,10.121.226.226,Female,1982-08-11,41,90261,122000.0,72.0,0.37,35207.0,True,,unknown,3.3,25000.0,887.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-15T00:00:00Z
app_028,Brenda Robinson,brenda.robinson48@mail.com,636-75-6279,172.21.129.236,Female,1985-09-06,38,10003,90000.0,60.0,0.2,38832.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_272,Rebecca Rivera,rebecca.rivera38@outlook.com,160-39-1506,10.75.157.206,Female,1982-03-02,42,90227,79000.0,70.0,0.41,34365.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_263,Jeffrey Green,jeffrey.green8@hotmail.com,183-73-3729,172.26.114.52,Male,1983-12-16,40,10055,153000.0,64.0,0.07,39627.0,True,,unknown,5.0,68000.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_160,George Thompson,george.thompson36@aol.com,904-48-6710,192.168.48.92,Male,1982-12-29,41,10056,80000.0,18.0,0.18,58748.0,True,,unknown,2.8,31000.0,0.0,0.0,0.0,0.0,0.0,128.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-15T00:00:00Z
app_228,Emily Walker,emily.walker42@outlook.com,175-63-6572,192.168.253.184,Female,1987-12-14,36,90280,70000.0,58.0,0.42,25883.0,True,,vacation,3.5,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0,unknown
app_076,Sarah Taylor,sarah.taylor74@icloud.com,773-71-1401,172.27.159.52,Female,1990-12-28,33,90285,66000.0,35.0,0.43,13607.0,False,insufficient_credit_history,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,0.0,0.0,0.0,0.0,unknown
app_410,Edward Mitchell,edward.mitchell78@hotmail.com,330-61-3858,192.168.30.200,Male,1995-06-21,29,10051,66000.0,6.0,0.24,30498.0,True,,unknown,4.9,41000.0,0.0,0.0,638.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_208,James Martin,james.martin69@hotmail.com,155-19-6776,172.17.130.224,Male,1966-10-28,57,10061,97000.0,92.0,0.34,21594.0,True,,education,2.8,26000.0,0.0,0.0,0.0,114.0,0.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_279,Joseph Scott,joseph.scott2@yahoo.com,448-37-9481,172.18.113.220,Male,1982-12-11,41,30012,75000.0,76.0,0.39,4974.0,True,,unknown,5.4,15000.0,260.0,0.0,0.0,0.0,0.0,722.0,0.0,0.0,0.0,725.0,0.0,0.0,0.0,0.0,0.0,unknown
app_241,Helen Anderson,helen.anderson61@mail.com,852-81-4532,192.168.33.162,Female,1964-07-10,60,90230,96000.0,103.0,0.44,31709.0,True,,personal,5.8,18000.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,503.0,0.0,0.0,0.0,unknown
app_054,Jack Martin,jack.martin17@protonmail.com,944-51-9855,192.168.146.66,Male,1995-12-10,28,10043,86000.0,16.0,0.26,28260.0,True,,unknown,6.3,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,0.0,0.0,0.0,0.0,unknown
app_195,Mark Campbell,mark.campbell36@aol.com,730-25-4224,192.168.3.184,Male,1992-03-26,32,10005,61000.0,0.0,0.29,19373.0,True,,unknown,5.1,77000.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,190.0,554.0,0.0,0.0,0.0,0.0,579.0,0.0,2024-01-15T00:00:00Z
app_015,Michael Lopez,michael.lopez67@yahoo.com,752-48-9134,192.168.244.94,Male,1985-11-09,38,10061,118000.0,96.0,0.4,76692.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,101.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,unknown
app_039,Robert Anderson,robert.anderson1@hotmail.com,892-10-2689,192.168.126.225,Male,1978-09-30,45,90249,137000.0,73.0,0.29,62951.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,unknown
app_492,Cynthia Garcia,cynthia.garcia42@mail.com,809-99-1251,172.25.153.215,Female,1994-03-03,30,90225,46000.0,0.0,0.09,9578.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0,0.0,339.0,unknown
app_093,Margaret Allen,margaret.allen89@yahoo.com,343-37-9988,172.20.198.144,Female,1983-01-01,41,90230,137000.0,36.0,0.08,16139.0,True,,unknown,6.1,59000.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,unknown
app_356,Gary Davis,gary.davis57@gmail.com,291-94-4709,10.171.154.188,Male,1987-01-17,37,10058,69000.0,67.0,0.4,28596.0,True,,unknown,5.9,37000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_164,Brian Brown,brian.brown61@yahoo.com,586-29-4288,192.168.240.12,Male,1978-10-04,45,10004,101000.0,117.0,0.14,34221.0,True,,unknown,4.1,62000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,430.0,218.0,0.0,0.0,0.0,0.0,2024-01-15T00:00:00Z
app_372,Kathleen Mitchell,kathleen.mitchell10@outlook.com,381-49-1110,192.168.116.86,Female,1967-03-11,57,90229,77000.0,115.0,0.22,22843.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,unknown
app_460,Helen Ramirez,helen.ramirez17@yahoo.com,993-57-7662,10.10.20.83,Female,1988-05-31,36,90266,85000.0,19.0,0.41,28777.0,False,insufficient_credit_history,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,unknown
app_436,Amanda Torres,amanda.torres59@gmail.com,135-51-1195,172.18.137.22,Female,1998-06-02,26,90217,45000.0,35.0,0.13,10311.0,True,,unknown,3.9,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_392,Emma Johnson,emma.johnson73@yahoo.com,518-98-9708,192.168.52.95,Female,1998-11-28,25,90217,56000.0,0.0,0.16,25551.0,True,,unknown,4.5,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_264,Stephen Wright,stephen.wright37@yahoo.com,988-31-5993,172.20.59.38,Male,1996-04-07,28,10063,50000.0,19.0,0.23,17902.0,True,,unknown,4.3,39000.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_032,Andrew Martinez,andrew.martinez39@outlook.com,788-38-3158,172.26.119.18,Male,1982-09-29,41,30019,124000.0,72.0,0.07,24282.0,True,,unknown,5.5,75000.0,767.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,497.0,0.0,unknown
app_483,Michael Sanchez,michael.sanchez85@aol.com,871-12-1159,192.168.5.114,Male,1975-09-11,48,10047,99000.0,44.0,0.07,27423.0,True,,unknown,6.5,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_008,Karen Martin,karen.martin3@outlook.com,351-97-8739,10.234.196.212,Female,1993-07-12,31,90244,80000.0,24.0,0.43,22882.0,True,,unknown,3.6,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0,0.0,0.0,0.0,0.0,unknown
app_419,Timothy Hernandez,timothy.hernandez1@outlook.com,937-93-2440,172.30.247.166,Male,1987-09-18,36,10096,125000.0,5.0,0.24,63180.0,False,algorithm_risk_score,unknown,,,0.0,647.0,0.0,0.0,145.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_442,Amanda Wright,amanda.wright91@mail.com,735-49-5306,192.168.34.15,Female,1972-12-18,51,90232,58000.0,88.0,0.11,13402.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
app_493,Katherine Jones,katherine.jones30@hotmail.com,815-55-6710,172.28.130.54,Female,1973-01-23,51,90245,100000.0,99.0,0.25,34716.0,True,,unknown,4.1,24000.0,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,253.0,0.0,0.0,unknown
app_416,Samuel Davis,samuel.davis97@mail.com,119-56-1715,10.203.158.136,Male,1981-10-11,42,10066,100000.0,59.0,0.2,46148.0,False,algorithm_risk_score,unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,unknown
app_119,Amy Hernandez,amy.hernandez98@protonmail.com,595-13-3321,172.30.159.145,Female,1991-12-21,32,90216,74000.0,0.0,0.45,24617.0,False,algorithm_risk_score,unknown,,,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
